Location Name,"Street Address (Required, street name and number)",City (Required),"State (Required, NN format)",Zip Code (Required),"Latitude (Optional, nnn.nnnnnn)","Longitude (Optional, nnn.nnnnnn)",Location Type (Optional),Location Group (Optional)
University of California-Irvine,501 Aldrich Hall,Irvine,CA,92697,33.648434,-117.841248,,Large City
Career Networks Institute,1610 E. Saint Andrew Place Suite 200,Santa Ana,CA,92705,33.721058,-117.8478,,Large City
InterCoast Colleges-Santa Ana,"1720 E. Garry Ave, Suite 103",Santa Ana,CA,92705,33.70497,-117.85367,,Large City
Trinity Law School,2200 N Grand Ave,Santa Ana,CA,92705,33.766071,-117.852059,,Large City
Coastline Beauty College,16151 Harbor Blvd,Fountain Valley,CA,92708,33.728821,-117.921471,,Small City
Bethesda University,730 N. Euclid St,Anaheim,CA,92801,33.842295,-117.941323,,Large City
Coba Academy,663 N. Euclid Street,Anaheim,CA,92801,33.841141,-117.943108,,Large City
North-West College-Anaheim,511 N. Brookhurst Street,Anaheim,CA,92801,33.839313,-117.959766,,Large City
West Coast University-Orange County,1477 S Manchester Ave,Anaheim,CA,92802,33.81104,-117.911811,,Large City
Brownson Technical School,1110 Technology Cir Ste D,Anaheim,CA,92805,33.819032,-117.905774,,Large City
California Career School,1100 Technology Cir,Anaheim,CA,92805,33.819547,-117.906219,,Large City
California Career Institute,1240 S State College BLVD Ste. 135,Anaheim,CA,92806,33.816691,-117.887923,,Large City
California Arts University,4100 W. Commonwealth Ave. Suite 101,Fullerton,CA,92833,33.869778,-117.980622,,Large Suburb
Thanh Le College School of Cosmetology,12875 chapman ave,Garden Grove,CA,92840,33.789713,-117.908306,,Large Suburb
Advance Beauty College,10121 Westminster Ave,Garden Grove,CA,92843,33.759905,-117.952637,,Large Suburb
Career Academy of Beauty,12471 Valley View,Garden Grove,CA,92845,33.781018,-118.031697,,Large Suburb
Norco College,2001 Third St,Norco,CA,92860,33.917387,-117.570212,,Large Suburb
Chapman University,One University Dr.,Orange,CA,92866,33.79302,-117.852518,,Midsize City
Salon Success Academy-Corona,2097 Compton Ave. Suite 201,Corona,CA,92881,33.847649,-117.535638,,Midsize City
The Santa Barbara and Ventura Colleges of Law at Ventura,4475 Market St,Ventura,CA,93003,34.25747,-119.232988,,Midsize City
Ventura County Community College System Office,"761 E. Daily Drive, Suite 200",Camarillo,CA,93010,34.219073,-119.057951,,Small City
California State University-Channel Islands,One University Dr,Camarillo,CA,93012,34.162949,-119.04356,,Midsize Suburb
Pacifica Graduate Institute,249 Lambert Rd,Carpinteria,CA,93013,34.420881,-119.580414,,Rural Fringe
CET-Oxnard,761 South C St,Oxnard,CA,93030,34.194208,-119.18145,,Midsize City
Modern Beauty Academy,699 South C St,Oxnard,CA,93030,34.195384,-119.181423,,Midsize City
Thomas Aquinas College,"10,000 Ojai Road",Santa Paula,CA,93060,34.429009,-119.087141,,Rural Distant
Antioch University-Santa Barbara,602 Anacapa Street,Santa Barbara,CA,93101,34.419203,-119.6958,,Small City
The Santa Barbara and Ventura Colleges of Law at Santa Barbara,20 E Victoria St,Santa Barbara,CA,93101,34.424542,-119.70516,,Small City
University of California-Santa Barbara,5221 Cheadle Hall,Santa Barbara,CA,93106,34.416297,-119.846426,,Midsize Suburb
West Hills College-Coalinga,300 Cherry Lane,Coalinga,CA,93210,36.147891,-120.356747,,Distant Town
West Hills Community College District,275 Phelps Avenue,Coalinga,CA,93210,36.153229,-120.351553,,Distant Town
West Hills College-Lemoore,555 College Avenue,Lemoore,CA,93245,36.292431,-119.823866,,Rural Fringe
Porterville College,100 E College Ave,Porterville,CA,93257,36.049256,-119.014368,,Small Suburb
Taft College,29 Cougar Court,Taft,CA,93268,35.149343,-119.459751,,Distant Town
Milan Institute-Visalia,6500 S. Mooney Blvd.,Visalia,CA,93277,36.27164,-119.312151,,Midsize City
San Joaquin Valley College-Central Administrative Office,3828 W. Caldwell Ave.,Visalia,CA,93277,36.298938,-119.333362,,Midsize City
Advanced Career Institute,1728 North Kelsey Street,Visalia,CA,93291,36.344669,-119.38533,,Midsize City
Estes Institute of Cosmetology Arts and Science,324 E Main St,Visalia,CA,93291,36.330422,-119.289234,,Midsize City
High Desert Medical College - Bakerfield,2000 24th street,Bakersfield,CA,93301,35.381413,-119.025137,,Large City
Lyle's College of Beauty,2935 F St,Bakersfield,CA,93301,35.386539,-119.02387,,Large City
Milan Institute-Bakersfield,"2822 F Street, Ste H",Bakersfield,CA,93301,35.385513,-119.023088,,Large City
California Aeronautical University,1450 Boughton Drive,Bakersfield,CA,93308,35.434905,-119.049264,,Large Suburb
Santa Barbara Business College-Bakersfield,5300 California Avenue,Bakersfield,CA,93309,35.359544,-119.061264,,Large City
Central California School of Continuing Education,3195 McMillan Ste F,San Luis Obispo,CA,93401,35.262091,-120.64847,,Small City
Laurus College,81 Higuera St Ste 110,San Luis Obispo,CA,93401,35.2682,-120.669519,,Small City
California Polytechnic State University-San Luis Obispo,1 Grand Ave.,San Luis Obispo,CA,93407,35.299513,-120.657311,,Small Suburb
Design's School of Cosmetology,2727 Buena Vista Drive #105,Paso Robles,CA,93446,35.648459,-120.672526,,Small City
Santa Barbara Business College-Santa Maria,303 E Plaza Dr Ste 1,Santa Maria,CA,93454,34.937806,-120.433296,,Midsize City
CET-Santa Maria,509 W Morrison Ave,Santa Maria,CA,93458,34.943576,-120.441978,,Midsize City
Career Care Institute,43770 15th Street West Ste 115,Lancaster,CA,93534,34.678236,-118.15638,,Large Suburb
High Desert Medical College,701 West Avenue K suite 123,Lancaster,CA,93534,34.67613,-118.144328,,Large Suburb
Lancaster Beauty School,44646 N 10th St W,Lancaster,CA,93534,34.694914,-118.147547,,Large Suburb
University of Antelope Valley,44055 Sierra Highway,Lancaster,CA,93534,34.683587,-118.134968,,Large Suburb
Clovis Adult Education,1452 David E Cook Way,Clovis,CA,93611,36.834459,-119.690369,,Large Suburb
California Health Sciences University,120 North Clovis Avenue,Clovis,CA,93612,36.832466,-119.701977,,Large Suburb
Institute of Technology,564  W Herndon,Clovis,CA,93612,36.83679,-119.723249,,Large Suburb
Reedley College,995 N Reed Ave,Reedley,CA,93654,36.605428,-119.458555,,Distant Town
Milan Institute-Fresno,255 W. Bullard Ave,Fresno,CA,93704,36.822404,-119.795645,,Large City
Lyle's College of  Beauty,6735 N First Ave Ste 112,Fresno,CA,93710,36.836265,-119.774167,,Large City
Paul Mitchell the School-Fresno,5091 N Fresno Street Ste 104,Fresno,CA,93710,36.809778,-119.782437,,Large City
State Center Community College District,1171 Fulton Street,Fresno,CA,93721,36.735642,-119.792324,,Large City
UEI College-Fresno,"3602 N. Blackstone, Suite 0268",Fresno,CA,93726,36.782858,-119.789002,,Large City
Alliant International University-Fresno,5130 East Clinton Way,Fresno,CA,93727,36.766789,-119.721681,,Large City
California Christian College,5364 E. Belmont Avenue,Fresno,CA,93727,36.749366,-119.711123,,Large City
Clovis Community College,10309 North Willow Avenue,Fresno,CA,93730,36.88686,-119.731261,,Large City
California State University-Fresno,5241 N Maple Ave,Fresno,CA,93740,36.811154,-119.744569,,Large City
Fresno City College,1101 E. University Ave,Fresno,CA,93741,36.768164,-119.796096,,Large City
Hartnell College,411 Central Avenue,Salinas,CA,93901,36.675091,-121.666054,,Midsize City
CET-Salinas,24 East Alvin Drive,Salinas,CA,93906,36.707333,-121.65236,,Midsize City
Middlebury Institute of International Studies at Monterey,460 Pierce Street,Monterey,CA,93940,36.599736,-121.897325,,Midsize Suburb
Naval Postgraduate School,1 University Circle,Monterey,CA,93943,36.597159,-121.874248,,Midsize Suburb
Hilltop Beauty School,6317 Mission St,Daly City,CA,94014,37.705502,-122.461467,,Large Suburb
Foothill College,12345 El Monte Rd,Los Altos Hills,CA,94022,37.361655,-122.127964,,Large Suburb
Alder Graduate School of Education,2946 Broadway,Redwood City,CA,94062,37.486305,-122.239258,,Small City
American Conservatory Theater,415 Geary Street,San Francisco,CA,94102,37.786923,-122.410265,,Large City
California Institute of Integral Studies,1453 Mission Street,San Francisco,CA,94103,37.774924,-122.416102,,Large City
San Francisco Institute of Esthetics & Cosmetology Inc,1067 Folsom St,San Francisco,CA,94103,37.777043,-122.407083,,Large City
Academy of Art University,79 New Montgomery,San Francisco,CA,94105,37.787943,-122.400578,,Large City
Miami Ad School-San Francisco,"500 Sansome St, B1",San Francisco,CA,94111,37.795155,-122.401198,,Large City
San Francisco State University,1600 Holloway Ave,San Francisco,CA,94132,37.721224,-122.476799,,Large City
Sofia University,1069 East Meadow Cr,Palo Alto,CA,94303,37.430325,-122.10866,,Small City
Stanford University,M,Stanford,CA,94305,37.429434,-122.167359,,Large Suburb
San Mateo County Community College District Office,3401 CSM Drive,San Mateo,CA,94402,37.531305,-122.337627,,Midsize City
Gurnick Academy of Medical Arts,2121 S El Camino Real Bldg C 200,San Mateo,CA,94403,37.547377,-122.307618,,Midsize City
Avalon School of Cosmetology-Alameda,2318 Central Avenue,Alameda,CA,94501,37.764203,-122.243566,,Large Suburb
College of Alameda,555 Ralph Appezzato Memorial Pky,Alameda,CA,94501,37.781017,-122.279303,,Large Suburb
Diablo Valley College,321 Golf Club Rd,Pleasant Hill,CA,94523,37.968516,-122.073142,,Large Suburb
Paul Mitchell the School-East Bay,"100 Crescent Dr., Suite D",Pleasant Hill,CA,94523,37.94492,-122.061226,,Large Suburb
J D Academy of Salon and Spa,520 San Ramon Valley Blvd,Danville,CA,94526,37.818164,-121.995828,,Large Suburb
Milan Institute of Cosmetology-Fairfield,934 Missouri Street,Fairfield,CA,94533,38.248448,-122.0455,,Midsize Suburb
InterCoast Colleges-Fairfield,5253 Business Ctr. Dr. Ste B,Fairfield,CA,94534,38.212134,-122.147995,,Midsize Suburb
Unitek College,4670 Auto Mall Pkwy,Fremont,CA,94538,37.50904,-121.961761,,Large Suburb
Aviation Institute of Maintenance-Freemont,420 Whitney Place,Freemont,CA,94539,37.468594,-121.92135,,Large Suburb
Northwestern Polytechnic University,47671 Westinghouse Drive,Fremont,CA,94539,37.477991,-121.925953,,Large Suburb
California State University-East Bay,25800 Carlos Bee Blvd,Hayward,CA,94542,37.657694,-122.054135,,Large Suburb
Chabot College,25555 Hesperian Blvd,Hayward,CA,94545,37.642458,-122.105636,,Large Suburb
Contra Costa Community College District Office,500 Court St,Martinez,CA,94553,38.019072,-122.135335,,Large Suburb
Los Medanos College,2700 East Leland Road,Pittsburg,CA,94565,38.006474,-121.860967,,Large Suburb
Culinary Institute of America at Greystone,2555 Main St,St. Helena,CA,94574,38.514503,-122.484769,,Fringe Town
Saint Mary's College of California,1928 Saint Marys Road,Moraga,CA,94575,37.840731,-122.109031,,Large Suburb
Hinton Barber and Beauty College,1035 Tennessee St.,Vallejo,CA,94590,38.109629,-122.245384,,Midsize City
Touro University California,1310 Club Drive,Vallejo,CA,94592,38.085479,-122.263949,,Midsize City
Peralta Community College System Office,333 E Eighth St,Oakland,CA,94606,37.792667,-122.260837,,Large City
Laney College,900 Fallon Sreet,Oakland,CA,94607,37.797257,-122.26283,,Large City
Alliant International University-San Francisco,1475 66th Street,Emeryville,CA,94608,37.847164,-122.2932,,Large Suburb
SAE Expression College,6601 Shellmond St,Emeryville,CA,94608,37.847631,-122.2954,,Large Suburb
SAN FRANCISCO LAW SCHOOL,1475 66th Street,Emeryville,CA,94608,37.847164,-122.2932,,Large Suburb
Samuel Merritt University,3100 Telegraph Avenue,Oakland,CA,94609,37.82029,-122.266331,,Large City
Academy of Chinese Culture and Health Sciences,"1600 Broadway, Ste. 200",Oakland,CA,94612,37.805972,-122.269839,,Large City
Mills College,5000 MacArthur Blvd,Oakland,CA,94613,37.781425,-122.182294,,Large City
Acupuncture and Integrative Medicine College-Berkeley,2550 Shattuck Avenue,Berkeley,CA,94704,37.862754,-122.267636,,Midsize City
Berkeley City College,2050 Center Sreet,Berkeley,CA,94704,37.869769,-122.269877,,Midsize City
Institute of Buddhist Studies,2140 Durant Avenue,Berkeley,CA,94704,37.866732,-122.266105,,Midsize City
Graduate Theological Union,2400 Ridge Rd,Berkeley,CA,94709,37.87554,-122.261847,,Midsize City
Jesuit School of Theology of Santa Clara University,1735 LeRoy Ave,Berkeley,CA,94709,37.877591,-122.258512,,Midsize City
Pacific School of Religion,1798 Scenic Ave,Berkeley,CA,94709,37.87669,-122.263155,,Midsize City
Zaytuna College,1712 Euclid Avenue,Berkeley,CA,94709,37.877201,-122.260927,,Midsize City
University of California-Berkeley,200 California Hall,Berkeley,CA,94720,37.871918,-122.260463,,Midsize City
Bergin University of Canine Studies,10201 Old Redwood Hwy,Penngrove,CA,94951,38.303218,-122.681602,,Small Suburb
Cabrillo College,6500 Soquel Dr,Aptos,CA,95003,36.989448,-121.924797,,Midsize Suburb
De Anza College,21250 Stevens Creek Blvd.,Cupertino,CA,95014,37.319914,-122.045783,,Small City
Gavilan College,5055 Santa Teresa Blvd,Gilroy,CA,95020,36.972627,-121.569842,,Small Suburb
Western Seminary-San Jose,1000 S. Park Victoria Drive,Milpitas,CA,95035,37.419994,-121.875707,,Small City
Santa Clara University,500 El Camino Real,Santa Clara,CA,95053,37.348362,-121.93784,,Midsize City
International Technological University,3120 Scott Blvd,Santa Clara,CA,95054,37.377192,-121.963426,,Midsize City
Five Branches University,200 7th Avenue,Santa Cruz,CA,95062,36.964348,-121.998245,,Midsize Suburb
CET-Watsonville,10 Blanca Lane,Watsonville,CA,95076,36.931833,-121.767991,,Small City
CET-San Jose,701 Vine St,San Jose,CA,95110,37.322723,-121.88698,,Large City
Bay Area Medical Academy - San Jose Satellite Location,"31 N 2nd Street, Suite 100",San Jose,CA,95113,37.337134,-121.890262,,Large City
San Jose Hairdressing Academy,"2200 Eastridge Loop, Unit #1004",San Jose,CA,95122,37.325292,-121.814156,,Large City
San Jose Campus,"1885 Lundy Avenue, Suite 108",San Jose,CA,95131,37.393096,-121.891583,,Large City
Urban Barber College - San Jose,311 N Capitol Ave Unit I,San Jose,CA,95133,37.369763,-121.845392,,Large City
Cogswell University of Silicon Valley,191 Baypointe Parkway,San Jose,CA,95134,37.414049,-121.94087,,Large City
Carrington College-San Jose,5883 Rue Ferrari #125,San Jose,CA,95138,37.248411,-121.777062,,Large City
Teachers College of San Joaquin,2721 Transworld Dr.,Stockton,CA,95206,37.908696,-121.231507,,Large City
San Joaquin Delta College,5151 Pacific Ave,Stockton,CA,95207,37.995562,-121.317597,,Large City
California College of Barbering and Cosmetology,1024 E March Lane,Stockton,CA,95210,38.000656,-121.293756,,Large City
San Joaquin General Hospital School of Radiation Technology,500 W. Hospital Rd,French Camp,CA,95231,37.886956,-121.283898,,Large Suburb
Sierra College of Beauty,1340 W 18th St,Merced,CA,95340,37.306975,-120.495874,,Small City
Paul Mitchell the School-Modesto,3100 McHenry Ave,Modesto,CA,95350,37.68301,-120.993745,,Midsize City
California Beauty School,1115 15th St,Modesto,CA,95354,37.645217,-120.99689,,Midsize City
Stellar Career College,4300 Sisk Rd,Modesto,CA,95356,37.701963,-121.071015,,Large Suburb
Yosemite Community College District Office,2201 Blue Gum Ave,Modesto,CA,95358,37.66107,-121.040246,,Midsize City
Humphreys College-Modesto,5172 Kiernan Ct. Suite D,Salida,CA,95368,37.713746,-121.087352,,Large Suburb
Columbia College,11600 Columbia College Dr,Sonora,CA,95370,38.030367,-120.388385,,Rural Fringe
Adrian's College of Beauty Turlock,1340 W Main St,Turlock,CA,95380,37.491448,-120.863784,,Small Suburb
Lytles Redwood Empire Beauty College Inc,186 Wikiup Dr,Santa Rosa,CA,95403,38.508385,-122.75777,,Large Suburb
Mendocino College,1000 Hensley Creek Road,Ukiah,CA,95482,39.188989,-123.228809,,Rural Fringe
Fredrick and Charles Beauty College,831 F St,Eureka,CA,95501,40.798885,-124.164986,,Remote Town
National Career Education,6249 Sunrise Blvd,Citrus Heights,CA,95610,38.679835,-121.273917,,Large Suburb
Folsom Lake College,10 College Parkway,Folsom,CA,95630,38.661372,-121.127486,,Small City
Chamberlain University-California,10971 Sun Center,Rancho Cordova,CA,95670,38.596193,-121.278258,,Small City
Blake Austin College,611 Orange Dr Ste K,Vacaville,CA,95687,38.378548,-121.945606,,Small Suburb
SUM Bible College and Theological Seminary,1101 Investment Blvd. #115,El Dorado Hills,CA,95762,38.620833,-121.054758,,Rural Fringe
Western Seminary-Sacramento,"290 Technology Way, Ste 200",Rocklin,CA,95765,38.820644,-121.301044,,Rural Fringe
Woodland Community College,2300 E Gibson Rd,Woodland,CA,95776,38.660392,-121.73533,,Small Suburb
Asher College,1215 Howe Ave Suite 101,Sacramento,CA,95825,38.587784,-121.415767,,Large Suburb
Paul Mitchell the School-Sacramento,2100 Arden Way Ste 265,Sacramento,CA,95825,38.594752,-121.41594,,Large Suburb
Carrington College-Administrative Office,8909 Folsom Blvd.,Sacramento,CA,95826,38.556104,-121.371383,,Large Suburb
Carrington College-Sacramento,8909 Folsom Blvd.,Sacramento,CA,95826,38.556151,-121.371331,,Large Suburb
InterCoast Colleges-Rancho Cordova,9738 Lincoln Village Dr. Suite 120,Rancho Cordova,CA,95827,38.561309,-121.334243,,Small City
Alliant International University-Sacramento,2030 West El Camino Ave.,Sacramento,CA,95833,38.613615,-121.509313,,Large City
Federico Beauty Institute,1515 Sports Drive    Ste 100,Sacramento,CA,95834,38.64883,-121.497761,,Large Suburb
Universal Technical Institute of Northern California Inc,4100 Duckhorn Drive,Sacramento,CA,95834,38.64575,-121.529503,,Large City
Epic Bible College,4330 Auburn Boulevard,Sacramento,CA,95841,38.645152,-121.362642,,Large Suburb
